pathway	external_id	source	hgnc_symbol_ids
GPCR downstream signaling	R-HSA-388396	Reactome	OR52B2,OR52B6,OR52B4,LTB4R2,OR14A16,OR10T2,FFAR1,OR13H1,OR2L5,OR2L2,OR2L3,AGT,OR2L8,OR14K1,OR12D2,OR12D3,PTGER4,PIK3CA,PIK3CB,PIK3CD,PTGER1,PTGER2,PIK3CG,OR5AK2,GLP1R,HTR2A,BRS3,OR9I1,OR7D4,OR7D2,OR5J2,ARHGEF12,RASGRP2,LHB,OPN1SW,ARHGEF17,TAS2R14,TAS2R16,TAS2R10,F2,TAS2R13,BDKRB1,CXCL11,CXCL10,CXCL13,CXCL12,TAS2R19,CXCL16,ADRA1A,OR13C5,ADRA1B,ADRA1D,OR13C2,OR13C3,OR1P1,OR52K2,OR13C8,OR13C9,NPB,NPY,CCL16,NPW,OR5A2,TAS2R4,NPS,OR2T12,GPR17,RASGRP1,OR1I1,OR1B1,GPR18,TRHR,OR5D18,OR2B11,ADRB3,OR2W3,GABBR1,EDNRB,OR6C1,OR5D14,MC4R,OR5D16,OR2V2,TAAR8,ADRB2,CCL28,HRH4,SSTR2,GRM8,HRH3,JAK1,CCL21,CCL20,GRM6,GRM7,OR5AR1,GRM1,CCL27,IL3,IL5RA,OR4D6,GRP,MC3R,OR52A4P,IAPP,OR14C36,OR8J3,TACR3,OR6N2,TACR1,OR5T1,S1PR1,MLNR,HCAR2,OR4E2,OR4E1,POMC,APLN,OR4K5,GHRH,OR4K1,OR4K3,OR2I1P,IL2,MT-RNR2,LTB4R,ADRA2A,AKAP13,ADCYAP1,RHOB,OR2H2,PTGER3,OR6Y1,OR4K2,HRH2,P2RY14,P2RY10,P2RY11,P2RY12,P2RY13,OR2A1,OR4L1,CXCR2,OR2A2,OR2A5,OR2A4,OR2A7,OR2T34,OR2T35,OR51D1,OR4F15,OR4F16,OR4F17,OR4C46,OR4C45,OR6K3,OR6K2,OR6K6,OPRM1,IL3RA,HEBP1,HCRT,OR10S1,OR8S1,IL2RA,IL2RB,BDKRB2,TAS2R8,TAS2R9,TAS2R7,NTS,TAS2R5,MCF2L,TAS2R1,SSTR1,SSTR3,OR10P1,SSTR5,SSTR4,OXTR,OR8D4,HRH1,CDC42,ARHGEF11,OR1N2,OR1N1,OR2S2,OR2T33,OR5W2,OR11G2,OR6B1,OR6B2,OR6B3,OR52L1,RGS21,RGS20,ARHGEF16,OR14A2,PDE1B,PDE1A,GIP,CXCR3,OR2G3,CXCR1,TAS2R38,CXCR6,CXCR5,OR2G2,ADRA2B,OR13F1,PDE2A,UTS2,KISS1R,OR6C65,OR4M1,OR6C68,OR2Z1,ABR,P2RY2,ADRA2C,OR52Z1,P2RY6,OR1G1,P2RY4,NMUR2,NMUR1,GRK5,C3AR1,KNG1,OR5P3,OR5P2,GNAS,ARHGEF18,AVPR1B,AVPR1A,MCF2,OR51Q1,OR2D2,OR2D3,OR9A2,OR10K2,OR10K1,OR5M9,OR9A4,CCL23,OR10G2,TAS2R50,OR51J1,OR51I2,ARHGEF9,ARHGEF6,ARHGEF7,ARHGEF4,OR5AC2,GNG11,GNG12,GNG13,PROKR1,PROKR2,RGS7,OR4A4P,OR3A1,OR13C4,OR3A2,ADCY5,OR3A3,RAMP1,PTH2R,RAMP3,RAMP2,CXCL2,OR10G9,TAS2R3,OR14L1P,PPY,PDE8B,ADCY1,PYY,IL2RG,MTNR1A,TRPC3,OR2C3,APP,OR6T1,CSF2,OR52K1,GNG4,GNG5,GNG2,OR2C1,RHO,HCRTR1,HCRTR2,GNG8,OR6F1,GHRHR,PDE8A,OR5D13,OR5K4,TAS2R20,OR5K1,SAA1,OR5K3,OR11H2,OR52H1,OR4C15,OR4C16,OR4C11,GAST,OR4C13,CYSLTR1,LHCGR,ADORA2B,OPN4,GALR2,INSL5,GNAI2,OR1Q1,INSL3,OR10AD1,CYP26B1,OR1F12,NMBR,OR5B3,OR5B2,OR2AG2,OR2AG1,GNA15,OR51G2,OR1C1,OR51G1,OR2V1,GCG,OXT,NPFFR2,NPFFR1,PMCH,OR5T3,OR5T2,OR8D1,OR8D2,OR6A2,OR4P4,APLNR,SST,OR2A12,OR2A14,OPN1MW3,OPN1MW2,OR2Y1,RHOC,S1PR2,OR1J4,OR1J2,OR1J1,OR10G7,OR10G6,OR10G4,OR10G3,OR52N2,OR2M2,OR5AK3P,OR10G8,OR1D5,OR1D4,OR2L13,TRPC6,TRPC7,OR1D2,PDE11A,OR4D9,PTGDR2,S1PR3,OR4D1,OR4D2,OR4D5,S1PR5,S1PR4,F2RL3,OR2F1,OR10V1,OR8K1,OR8K3,OR8K5,FGD4,KISS1,FGD1,OR2K2,FGD3,FGD2,GNB5,GNB4,GNB1,OR8H2,GNB3,GNB2,NPY2R,OR8H3,OR2T27,OPN1LW,OR2AJ1,OR6X1,TAAR5,TAAR6,TAAR1,TAAR3,NPY5R,OR10H2,OR10H3,QRFPR,OR10H1,TAAR9,OR7A5,OR10H4,OR10H5,OR2T29,LPAR2,LPAR3,NPFF,LPAR1,LPAR6,OR4C3,CRHR1,OBSCN,DRD5,OR10Z1,GLP2R,PRKCQ,MGLL,TRIO,PTGDR,OR2W1,EDNRA,OR52D1,OR14I1,OPRL1,OR6S1,OR4Q3,OR4Q2,GNRHR2,XCR1,OR5F1,OR10Q1,VIPR2,OR2W5,VIPR1,PRKCH,OR5H6,OR5H1,RAC1,PRKCA,CHRM5,CHRM4,CHRM3,PRKCD,PRKCG,RGS4,OR8A1,FFAR2,GCGR,PXMP2,NPSR1,OR8B2,OR10AG1,OR8B3,CALCR,ROCK1,OR52M1,ACKR3,OR6J1,GPR132,CALCA,CALCB,OR13A1,OR4X1,P2RY1,OR11H6,OR6C75,OR6C74,OR6C76,OR6C70,OR3A4P,OR10C1,OR11H4,GPER1,RLN1,RLN2,RLN3,OR51B5,OR51B4,OR51B6,GHSR,OR51B2,ADCY6,TAS2R60,OR8G5,OR10J6P,OR8G1,TIAM2,MC5R,OR52R1,OR5V1,JAK2,PIK3R1,ADM2,JAK3,MC1R,OR10D4P,NGEF,SHC1,OR4N2,FPR1,FPR2,FPR3,OR2G6,OR4N4,OR4N5,GRM4,GRM5,OR7A2P,OR10D3,ADCY4,OR51I1,CXCL3,ADCY7,CXCL5,SOS1,ADCY2,ADCY3,CXCL9,CXCL8,NPY1R,ADCY8,ADCY9,GALR3,F2R,GALR1,C5AR1,GRM2,QRFP,CSF2RB,RGR,CSF2RA,ADORA1,TSHB,ADORA3,NTSR2,NTSR1,GAB2,ARHGAP4,TSHR,CRH,OR5M10,OR5M11,CCKBR,OR9K2,OR13G1,CXCL1,TACR2,C3,TIAM1,OR4D10,OR4D11,ARHGEF2,PLCB1,PLCB2,PLCB3,PLCB4,OR5L1,OR5L2,CCL25,OR5AN1,OR52I1,GABBR2,F2RL2,PTH2,F2RL1,MCHR2,OR4C6,PROK1,OR5C1,OR52I2,CRHR2,OR10AC1,GNAZ,RXFP1,OR8U9,OR8U8,NPBWR2,NPBWR1,GNAL,AGTR2,OR8U1,LPAR5,OR51F1,PTGFR,OR51F2,OR1L8,GNG10,OR1L6,OR52W1,OR1L3,ARHGEF3,CCR1,CCR2,CCR3,CCR4,CCR5,CCR6,CCR7,OPN1MW,CCR9,ARHGEF1,PDE7A,OR52N4,OR52N5,NPY4R,OR5AP2,OR52N1,PDE3A,PDE3B,PPBP,OR8H1,OR13D1,RASGRF2,TAS2R30,TAS2R31,OXER1,OR1K1,PENK,C5,TAS2R39,PDYN,OR7A10,GPR65,OR1E2,OR1E3,OR2AP1,OR1E1,PNOC,GPR68,GNAQ,NMU,NMS,PROK2,OR1F1,OR4K15,ADRB1,OR4K17,IL5,NMB,OR7A17,OR4K13,OR8J2,PDE4A,PDE4B,CXCL6,PDE4D,PF4,OR2J1,OR2J2,OR2J3,OR4A16,OR4A15,OR51S1,OR9G4,OR9G1,OR2AK2,ADCYAP1R1,OR9G9,MTNR1B,ECT2,TAC1,TAC3,PTHLH,OR5H15,OR5H14,RGS6,GAL,RGS1,RGS2,OR2T10,OR2T11,OR51T1,OR52L2P,RGS8,RGS9,NET1,OR4B1,ANXA1,OR52E6,OR52E5,OR52E4,OR52E2,OR52E1,CALCRL,OR2T6,OR5B12,OR5B17,OR52E8,OR2M5,OR2M4,OR2M7,MCHR1,OR2M3,OR6N1,OPRK1,OR14J1,OR7E24,AGTR1,GHRL,DRD4,OR5G3,DRD2,DRD3,DRD1,OPRD1,OR13J1,HTR1D,HTR1E,HTR1F,OR2B6,OR7G2,OR7G3,HTR1B,OR7G1,OR51A4,OR5I1,UTS2B,MC2R,AKT1,AKT2,AKT3,CCK,GNG7,OR6P1,UTS2R,OR2T4,OR1A1,LPAR4,ITSN1,OR52J3,RXFP3,RXFP2,RXFP4,OR4K14,OR6M1,XCL2,XCL1,PDE7B,OR2AE1,OR1L4,EDN1,EDN3,EDN2,OR1L1,CCR10,HTR6,HTR7,HTR4,OR2T8,OR1A2,OR2T7,OR51A2,OR2T5,OR2T2,OR2T3,OR51A7,OR9Q2,OR9Q1,OR2A25,OR56B2P,OR5R1,GPR4,OR11L1,GRB2,PTAFR,AVPR2,OR5AS1,HTR5A,OR8G2,OR8J1,OR56A5,CCR8,OR5A1,OR56A4,OR56A3,OR56A1,GPBAR1,RAC2,OR2T1,HTR1A,ADRBK1,OR4F3,PDE10A,OR4F6,OR52P1P,OR4F5,OR5H2,VIP,OR51H1,PIK3R6,PIK3R5,PIK3R3,PIK3R2,HTR2C,HTR2B,SCT,GNGT2,GNG3,TRH,PRKCB,PDE4C,MLN,OR52A1,OR52A5,CHRM2,HCAR3,OR6V1,HCAR1,CHRM1,ITPR2,ITPR3,RHOA,ITPR1,RHOG,APLF,OR7C2,OR7C1,VAV1,VAV3,VAV2,AVP,OR4M2,OR2F2,SCTR,OR5M8,OR5B21,CXCR4,OR5M3,OR5M1,OR4C5,OR11A1,OR4F29,OR1S1,OR1S2,GNRHR,GPRC6A,OR4F21,OPN5,OR10X1,OPN3,GNAI3,GNAI1,CNR1,OR51V1,CNR2,OR6Q1,RRH,CGA,OR4X2,CCL5,OR4S1,OR4S2,OR10W1,OR2H1,OR10R2,OXGR1,SUCNR1,DAGLA,TBXA2R,DAGLB,OR2B8P,CASR,PRKCE,OR51E1,OR51E2,OR1M1,OR6C3,OR6C2,OR11H1,OR11H7,OR6C6,OR8B4,OR6C4,OR8B8,ADM,GIPR,RGS17,RGS14,RGS12,SOS2,RGS10,RGS11,CCL19,CCKAR,RGS18,RGS19,TAS2R43,TAS2R42,TAS2R41,TAS2R40,GNRH2,TAS2R46,TAS2R45,GNRH1,ARHGEF25,OR1F2P,OR5K2,PTH1R,OR10A3,OR10A2,OR10A5,OR10A4,OR10A7,OR10A6,KALRN,OR5AU1,OR51L1,OR9A1P,ROCK2,GPR55,GNAT1,GNAT3,GNAT2,GRM3,OR2W6P,DGKZ,OR2A42,OR8I2,FSHB,TMIGD3,CYSLTR2,GRPR,DGKQ,DGKK,DGKH,DGKI,OR8B12,FSHR,DGKB,OR4A47,DGKA,OR4C12,DGKG,DGKD,DGKE,OR2AT4,ADORA2A,TAAR2,PTGIR,OR10J4,OR10J5,FFAR3,PLXNB1,OR10J1,OR10J3,OR5AC1,PLEKHG2,OR5AL1,OR4F4,PLEKHG5,OR56B4,PTH,OR56B1,GNA14,OR4A8,GNA12,GNA13,GNGT1,GNA11,PDPK1,OR2B2,OR2B3,OR4A5,OR51M1
oxidative stress induced gene expression via nrf2	arenrf2pathway	BioCarta	PRKCB,FXYD2,CRYZ,FOS,PRKCA,NFE2L2,POR,HMOX1,GSTA2,HMOX2,MAFK,KEAP1,JUN,CREB1,UGT1A6,AKR7A2,MAFF,MAFG
GRB2 events in EGFR signaling	R-HSA-179812	Reactome	NRAS,SPTB,SPRED1,SPRED2,SPRED3,ARAF,RAPGEF2,RASAL1,RASAL3,RASAL2,EGF,PEBP1,CALM2,CALM3,CALM1,GRIN1,FGFR1,FGA,FGB,CUL3,ERBB2,ERBB3,SHC1,SHC2,SHC3,CAMK2D,CAMK2G,CAMK2A,CAMK2B,NRG1,KITLG,FGFR2,FGFR3,KRAS,SOS1,FN1,PPP2CA,PHB,PPP2CB,AKAP9,CSF2,KIT,PPP2R5B,UBA52,GRB2,UBB,UBC,LAT,RBX1,CSF2RB,RASGRP3,CSF2RA,APBB1IP,RASGRP4,SPTAN1,HRAS,RPS27A,ITGB3,FRS3,FRS2,KBTBD7,JAK2,JAK3,NF1,JAK1,KSR1,KSR2,ANGPT1,EREG,FGG,RASGEF1A,CSK,FGF9,FGF8,FGF7,FGF6,FGF5,FGF4,FGF3,FGF2,FGF1,DLG4,PPP5C,BTC,PPP2R5D,PPP2R5E,VWF,IL17RD,FGF22,PPP2R5A,LAMTOR2,LAMTOR3,PDGFRB,PDGFRA,TLN1,RAP1B,RAP1A,SPTA1,RASGRP1,ARRB2,ARRB1,CNKSR2,RAF1,NCAM1,TEK,MAPK3,ITGA2B,CNKSR1,RASA1,HBEGF,FGF19,MAPK1,DUSP9,DUSP8,MARK3,DUSP5,DUSP4,DUSP7,FGF10,FGF17,FGF16,DUSP2,SRC,IL5RA,PAQR3,DAB2IP,IL3RA,IL2RA,IL2RB,DUSP6,RASGRF1,RASGRF2,IL2RG,DUSP1,IRS1,IRS2,KL,IL5,IL2,IL3,PPP2R1A,PPP2R1B,PTK2,EGFR,MAP2K2,MAP2K1,WDR83,SPTBN5,SPTBN4,IQGAP1,SPTBN1,ERBB4,MAP3K11,NEFL,FYN,SPTBN2,PEA15,YWHAB,FGF18,NRG3,NRG2,NRG4,BRAF,PDGFA,PDGFB,PTPRA,KLB,VCL,SYNGAP1,RASA4,DUSP16,DUSP10,RASA2,RASA3,ACTN2,BRAP,FGF23,GRIN2B,GRIN2C,GRIN2A,FGFR4,FGF20,GRIN2D,PPP2R5C
Glyoxylate metabolism	R-HSA-389661	Reactome	HAO1,GRHPR,DAO,AGXT,AGXT2
trans-Golgi Network Vesicle Budding	R-HSA-199992	Reactome	OCRL,GNS,VAMP8,CTSZ,AP1S2,SNX5,SNX2,AP1M2,SNX9,HSPA8,CPD,CHMP2A,CLTA,AP1S1,CLTC,AP1S3,NECAP1,IGF2R,TXNDC5,SH3GL2,AP3B1,BLOC1S6,TPD52L1,BLOC1S4,BLOC1S3,BLOC1S1,TPD52,ARF1,DNM2,TGOLN2,DNASE2,TFRC,GAK,NAPA,TBC1D8B,DNAJC6,AP1B1,FTH1,SNAPIN,CLTB,AP4B1,AP1M1,RAB5C,AP4M1,CLINT1,HGS,AP4E1,M6PR,AP3S1,FTL,DTNBP1,ARRB1,PIK3C2A,VAMP2,VAMP7,SNAP23,SH3D19,GBF1,AP1G2,HIP1R,STX4,AP4S1,PUM1,AP1G1,SORT1,YIPF6,CLVS1,APP,PICALM,CLVS2
Triglyceride Biosynthesis	R-HSA-75109	Reactome	HSD17B12,GK2,LCLAT1,GPAT4,GPAT3,GPAT2,GPD1,ACSL5,GPAM,LPIN2,LPIN3,LPIN1,DGAT1,OLAH,DGAT2,ELOVL4,TECR,LPCAT4,ELOVL5,FASN,LPCAT1,ELOVL2,HSD17B3,ELOVL3,ACACA,SLC25A1,TECRL,ACLY,GK,HACD1,HACD3,HACD2,HACD4,ACSL3,ACSL1,ACSL6,ACSL4,GK3P,ELOVL6,ELOVL7,AGPAT5,AGPAT4,AGPAT3,AGPAT2,AGPAT1,ELOVL1,GPD1L
Removal of the Flap Intermediate from the C-strand	R-HSA-174437	Reactome	PCNA,DNA2,RPA1,RPA3,RPA2,POLD1,POLD2,POLD3,POLD4,FEN1
NICD traffics to nucleus	R-HSA-157052	Reactome	SNW1,MAML2,MAML3,MAML1,NOTCH4,RBPJ,KAT2B,KAT2A,NOTCH1,MAMLD1,NOTCH2,NOTCH3,CREBBP
propionyl-CoA degradation	PROPIONMET-PWY	HumanCyc	PCCB,MUT,MCEE,PCCA
Processive synthesis on the C-strand of the telomere	R-HSA-174414	Reactome	PCNA,DNA2,RPA1,RPA3,RPA2,APEX1,POLD1,POLD2,POLD3,POLD4,LIG1,FEN1
glycine cleavage	GLYCLEAV-PWY	HumanCyc	GLDC,AMT,DLD
Telomere C-strand (Lagging Strand) Synthesis	R-HSA-174417	Reactome	POLA2,POLA1,RFC5,RFC4,RFC1,RFC3,RFC2,POLE,FEN1,DNA2,APEX1,POLD1,POLD2,POLD3,PRIM1,LIG1,PRIM2,POLD4,PCNA,RPA1,RPA3,RPA2,POLE2
Lactose synthesis	R-HSA-5653890	Reactome	B4GALT1,LALBA,SLC2A1
L-glutamine tRNA biosynthesis	PWY-5921	HumanCyc	QRSL1,GATB
COPI Mediated Transport	R-HSA-199997	Reactome	COPZ1,COPA,COPE,ARF1,COPG1,ARCN1,ARFGAP1,COPB1,COPB2,GBF1
Golgi to ER Retrograde Transport	R-HSA-199983	Reactome	COPZ1,COPA,COPE,ARF1,COPG1,ARCN1,ARFGAP1,COPB1,COPB2,GBF1
VEGFR2 mediated cell proliferation	R-HSA-5218921	Reactome	NRAS,SPTB,SPRED1,SPRED2,SPRED3,ARAF,RAPGEF2,RASAL1,RASAL3,RASAL2,EGF,PEBP1,CALM2,CALM3,CALM1,PPP2R1B,GRIN1,FGFR1,FGA,FGB,CUL3,ERBB2,ERBB3,SHC1,SHC2,SHC3,CAMK2D,CAMK2G,CAMK2A,CAMK2B,NRG1,FGFR4,FGFR2,FGFR3,KRAS,SOS1,FN1,PPP2CA,PHB,PPP2CB,AKAP9,CSF2,KIT,PPP2R5B,UBA52,GRB2,UBB,UBC,LAT,RBX1,CSF2RB,RASGRP3,CSF2RA,APBB1IP,RASGRP4,SPTAN1,HRAS,RPS27A,ITGB3,FRS3,FRS2,KBTBD7,JAK2,JAK3,NF1,JAK1,KSR1,KSR2,ANGPT1,EREG,FGG,RASGEF1A,CSK,VEGFA,FGF9,FGF8,ITPR2,FGF6,FGF5,FGF4,FGF3,FGF2,FGF1,DLG4,PPP5C,BTC,PPP2R5D,PPP2R5E,VWF,IL17RD,FGF22,PPP2R5A,FGF20,LAMTOR3,PDGFRB,PDGFRA,TLN1,MAP2K1,RAP1B,RAP1A,SPTA1,FGF7,RASGRP1,ARRB2,ARRB1,CNKSR2,RAF1,NCAM1,TEK,MAPK3,ITGA2B,CNKSR1,RASA1,HBEGF,FGF19,MAPK1,DUSP9,DUSP8,MARK3,DUSP5,DUSP4,DUSP7,FGF10,FGF17,FGF16,KDR,DUSP2,SRC,IL5RA,PAQR3,DAB2IP,FGF23,IL3RA,IL2RA,IL2RB,DUSP6,RASGRF1,RASGRF2,IL2RG,DUSP1,IRS1,IRS2,KL,IL5,IL2,IL3,PPP2R1A,SPHK1,PTK2,EGFR,MAP2K2,PLCG1,WDR83,SPTBN5,SPTBN4,IQGAP1,SPTBN1,ERBB4,MAP3K11,NEFL,ITPR3,FYN,SPTBN2,PEA15,YWHAB,FGF18,NRG3,NRG2,NRG4,BRAF,PDGFA,PDGFB,PTPRA,KLB,PRKCA,PRKCB,VCL,PRKCD,SYNGAP1,PRKCZ,RASA4,DUSP16,DUSP10,RASA2,RASA3,ACTN2,BRAP,KITLG,ITPR1,AHCYL1,GRIN2B,GRIN2C,GRIN2A,LAMTOR2,GRIN2D,PDPK1,PPP2R5C
BMP signaling Dro	None	INOH	SMAD9,SMAD4,SMAD5,SMAD1,SMAD2,SMAD3,BMPR1A,BMPR1B,BMP10,BMP15,SMARCA4,GDF9,MAML2,MAML3,MAML1,GDF3,GDF2,GDF7,GDF6,GDF5,GDF11,GDF10,WT1,BMP8B,MSTN,EP300,BMP7,BMP6,BMP5,BMP4,BMP3,BMP2,BMPR2,CREBBP
heme biosynthesis from uroporphyrinogen-III I	HEME-BIOSYNTHESIS-II	HumanCyc	UROD,PPOX,CPOX,FECH
Signaling events mediated by HDAC Class II	hdac_classii_pathway	PID	RANBP2,HDAC3,HDAC5,HDAC4,HDAC7,HDAC6,SUMO1,RFXANK,GATA2,NCOR2,XPO1,MEF2C,NUP62,RAN,TUBA1B,CAMK4,ADRBK1,HDAC9,YWHAB,NUP210,YWHAE,NR3C1,SRF,GNB1,RANGAP1,NUP214,BCOR,HDAC10,TUBB2A,GATA1,UBE2I,ESR1,NUP153,GNG2,HDAC11,HSP90AA1,BCL6,ANKRA2
S1P2 pathway	s1p_s1p2_pathway	PID	GNAO1,MAPK14,GNAI2,GNAI3,GNAI1,S1PR2,RAC1,JUN,MAPK3,ELK1,PIK3R1,MAPK8,CDH5,FOS,PIK3CA,RHOA,GNAQ,IRS1,GNAZ,GNA14,GNA15,GNA12,GNA13,GNA11,MAPK1,PAK1
GPCR signaling-G alpha i	None	INOH	LIF,ADCY5,NRG2,EPO,CCK,BDNF,AGT,EGF,IFNW1,CXCR2,WNT10A,WNT10B,RGS6,INHBA,INHBB,INHBC,INHBE,IFNA13,EDN3,EDN2,IFNA17,IFNA16,IFNA14,ADCY4,LHB,BMP8B,GIP,IFNG,WNT9B,ADCY6,JAG2,ADCY7,FASLG,SCT,KITLG,NRG3,GH1,DBI,PYY,BMP5,BMP4,BMP3,BMP2,ADCY2,ADCY3,CXCL8,ADCY8,ADCY9,CSF2,CSF3,IL10,VIP,NPY,GRM2,WNT2,NPPA,WNT7A,IFNA1,WNT7B,IGF2,NGF,TNFSF10,IHH,EDN1,ADORA1,TSHB,ADORA3,IL18,IL15,IL6,RGS18,IL1A,FZD10,IFNA4,GAST,TGFA,ADORA2A,ADORA2B,GCG,FGF17,IL4,IFNA10,PRLH,IFNA21,GRM8,GRM4,GRM5,GRM6,GRM7,GRM1,GDF11,GRM3,FIGF,TRH,RGS5,IGF1,GRP,AREG,OXT,MSTN,VEGFA,FGF9,FGF8,SHH,FGF6,FGF5,FGF4,FGF3,FGF2,FGF1,INHA,PRL,GNAS,SST,AVP,ADCY1,INS,FZD8,GDF10,FZD9,AGTR2,WNT5A,FGF22,FGF23,FGF20,FGF21,WNT3A,GHRH,CD40LG,VEGFC,NODAL,VEGFB,SMO,FGF7,ADCY10,NRG4,IL1B,IFNB1,GNAI2,GNAI1,FZD1,FZD2,FZD3,FZD4,FZD5,FZD6,FZD7,CGA,CD80,CGB,CD86,HBEGF,FGF19,FGF18,WNT6,FGF13,FGF11,FGF10,RGS7,FGF16,FGF14,NTF3,NTF4,IL17A,GNB5,CGB5,CGB7,WNT5B,GNB3,DLL1,LTA,DLL3,DLL4,IL16,POMC,NDP,WNT8B,RGS16,RGS17,RGS14,IFNA8,RGS12,RGS13,RGS10,RGS11,WNT3,IFNA2,WNT1,IL13,IFNA7,IFNA6,IFNA5,RGS19,LEP,IL7,KNG1,IL5,EREG,GNRH1,BMP7,IL9,TGFB1,TGFB2,TGFB3,IL12B,IL12A,BMP10,BMP15,BMP6,CGB8,CRH,GDF9,RGS20,FSHB,TMIGD3,GDF2,TAC3,GDF7,GDF6,GDF5,THPO,RGS4,WNT8A,CXCR1,GAL,RGS1,RGS2,RGS3,NRG1,PPY,JAG1,RGS8,RGS9,GDNF,WNT2B,PDGFA,PDGFB,BTC,DHH,MLN,TXLNA,IL11,WNT4,TNF,WNT16,HGF,AGTR1,CSH2,CSH1,IL3,DRD4,DRD5,DRD2,DRD3,DRD1,GDF3,GNGT2,WNT9A,TAC1,CALCA,CALCB,WNT11
AndrogenReceptor	Pathway_AndrogenReceptor	NetPath	RNF14,HSPA5,HSPA4,FOXA1,HSPA8,SF1,AKT1,CAV1,SRY,RAN,NR0B2,PARK7,GNB2L1,BRCA1,PRMT2,SP1,TMF1,PRMT1,CREB1,SLC25A4,NR2C2,NR2C1,PATZ1,MDM2,IL6ST,BRINP1,GTF2F1,GTF2F2,CCND1,WHSC1,CCND3,KAT5,KAT7,RUNX2,PTEN,VIP,RNF6,RNF4,CCNH,DBT,AES,PNRC1,KAT2B,HSP90B1,SMARCE1,RBAK,GSK3B,XRCC5,XRCC6,AHR,DDX5,NONO,CCNE1,JUN,PIK3R2,PIK3R1,TGFB1I1,GSN,TCF4,SIRT1,CDC25B,CDC25A,PARP1,SENP1,CDK11B,HSP90AA1,DDC,STAT3,PAK6,UBE2I,ESR1,SPDEF,TOP1,NSD1,LAMTOR5,KDM3A,HDAC1,BAG1,HDAC7,SMAD3,NCOR2,NCOR1,NCOA2,NCOA3,NCOA1,NCOA6,COX5B,NCOA4,CDC37,FHL2,RANBP9,RAC3,SRC,DAXX,TRIM68,APPL1,PELP1,MNAT1,EP300,NELFCD,ARNT,GTF2H2C,PPP1CA,PIAS3,CDK5,PIAS4,CDK7,ZMIZ2,ZMIZ1,PTK2,SVIL,LPXN,ERCC2,ERCC3,EGFR,PRDX1,CDK9,CTNNB1,HSPA1A,RCHY1,CEBPA,RB1,KDM4C,PXN,DAPK3,SIN3A,SNURF,HSPB1,GTF2H3,GTF2H2,GTF2H1,PSMC3IP,GTF2H4,AR,FLNA,CASP7,MAGEA11,EFCAB6,CASP3,CASP1,CASP8,TGIF1,ATF2
tetrapyrrole biosynthesis	PWY-5189	HumanCyc	HMBS,ALAS1,ALAS2,ALAD,UROS
heme biosynthesis	PWY-5920	HumanCyc	HMBS,ALAD,ALAS1,UROS,CPOX,PPOX,ALAS2,UROD,FECH
lactose degradation III	BGALACT-PWY	HumanCyc	GLB1L3,GLB1
Growth hormone receptor signaling	R-HSA-982772	Reactome	STAT1,SOCS1,GH1,GH2,CSH1,GHR,SOCS2,IRS1,IRS2,PTPN6,STAT5B,STAT5A,SOCS3,JAK2,CISH,ADAM17,STAT3,LYN,PTPN1
Aflatoxin activation and detoxification	R-HSA-5423646	Reactome	MGST2,MGST3,MGST1,AKR7A2,DPEP2,DPEP3,CYP3A5,DPEP1,ACY3,ACY1,GGTLC1,GGTLC2,CYP2A13,GGT2,GGT1,GGT6,GGT7,GGT5,CYP3A4,AKR7A3,CYP1A2,GGT3P,AKR7L
IL9	Pathway_IL9	NetPath	STAT6,IL9R,STAT3,STAT5B,IL2RG,KAT5,MAPK3,STAT5A,MAPK1,JAK3,JAK1,TYK2
TRAF3-dependent IRF activation pathway	R-HSA-918233	Reactome	IRF3,IFIH1,TRAF3,IRF7,TBK1,SIKE1,TRIM25,EP300,DDX58,RNF135,IKBKE,MAVS,CREBBP
AUF1 (hnRNP D0) destabilizes mRNA	R-HSA-450408	Reactome	HSPB1,PABPC1,EIF4G1,HSPA8,HSPA1B,HSPA1A,HNRNPD
folate polyglutamylation	PWY-2161	HumanCyc	MTHFD1,MTHFD1L,FPGS,SHMT2,SHMT1
PDGF receptor signaling network	pdgf_pathway	PID	PDGFRB,PDGFB,PDGFC,PDGFD,PDGFA,PDGFRA
S1P5 pathway	s1p_s1p5_pathway	PID	GNAO1,S1PR5,GNA12,GNAZ,RHOA,GNAI2,GNAI3,GNAI1
Wnt signaling network	wnt_signaling_pathway	PID	WNT3A,RYK,WIF1,KREMEN2,KREMEN1,FZD10,FZD1,FZD2,FZD4,FZD5,FZD6,FZD7,FZD8,FZD9,ATP6AP2,IGFBP4,ROR2,RSPO1,LRP6,LRP5,WNT3,WNT2,WNT1,DKK1,WNT5A,WNT7A,CTHRC1,WNT7B
